userId,tmdb_movie_id,rating
1,620,5.0
1,10386,5.0
1,2280,4.0
1,1911,4.0
1,14,5.0
1,11527,5.0
1,42518,5.0
1,861,4.0
1,1654,5.0
1,658,5.0
1,657,5.0
1,646,5.0
1,550,5.0
1,5548,4.0
1,856,5.0
1,253,5.0
1,660,5.0
1,492,4.0
1,957,5.0
1,11886,5.0
1,1832,5.0
1,10047,5.0
1,9289,4.0
1,497,5.0
1,624,4.0
1,8872,5.0
1,4234,5.0
1,820,5.0
1,1497,4.0
1,1499,4.0
1,1880,5.0
1,801,5.0
1,11520,5.0
1,526,4.0
1,879,4.0
1,106,4.0
1,98,5.0
1,9285,4.0
1,682,4.0
1,11072,5.0
1,9659,5.0
1,8810,5.0
1,482,5.0
1,6978,4.0
1,479,4.0
1,36657,5.0
1,10276,4.0
1,1857,4.0
1,651,5.0
2,11381,4.0
2,489,4.5
2,98,4.0
2,24,4.0
2,9718,4.0
2,1422,4.0
2,155,4.5
2,12133,5.0
2,16869,4.5
2,11324,4.0
2,27205,4.0
2,23168,4.5
2,44639,5.0
2,45523,4.0
2,59440,5.0
2,106646,5.0
2,244786,4.0
2,76341,5.0
2,321640,5.0
3,10061,5.0
3,9387,4.5
3,1091,4.0
3,24831,4.5
3,8810,5.0
3,11347,5.0
3,54287,5.0
3,28893,5.0
3,21874,4.5
3,38849,5.0
3,39916,5.0
3,49636,4.5
3,13282,5.0
3,98851,4.5
3,26914,5.0
4,11907,4.0
4,2074,5.0
4,26564,5.0
4,9071,5.0
4,76,5.0
4,10451,5.0
4,11,5.0
4,18183,5.0
4,9905,5.0
4,236,5.0
4,2759,4.0
4,11382,4.0
4,9359,4.0
4,5503,5.0
4,7984,5.0
4,10440,5.0
4,23210,5.0
4,812,4.0
4,274,5.0
4,275,5.0
4,8866,4.0
4,26748,4.0
4,44705,4.0
4,981,5.0
4,872,4.0
4,164,4.0
4,567,4.0
4,213,5.0
4,239,5.0
4,289,5.0
4,11113,5.0
4,630,5.0
4,770,5.0
4,303,5.0
4,9078,4.0
4,10938,5.0
4,252,4.0
4,11561,5.0
4,583,5.0
4,475,5.0
4,521,5.0
4,221,5.0
4,762,5.0
4,18129,4.0
4,10409,5.0
4,1891,5.0
4,2493,5.0
4,389,5.0
4,769,4.0
4,539,4.0
4,279,4.0
4,826,5.0
4,235,4.0
4,137,4.0
4,33,4.0
4,756,5.0
4,288,5.0
4,11031,4.0
4,89,4.0
4,16448,5.0
4,9366,4.0
4,9434,4.0
4,816,4.0
4,9427,4.0
4,10217,4.0
4,115,4.0
4,26941,5.0
4,29193,5.0
4,9452,4.0
4,15037,4.0
4,20862,4.0
4,1725,5.0
4,13597,5.0
4,2108,4.0
4,793,4.0
4,9325,5.0
4,6471,4.0
4,8393,5.0
4,4011,5.0
4,845,5.0
4,21734,4.0
4,31997,5.0
4,19426,4.0
4,10162,4.0
4,8545,5.0
4,9326,4.0
4,192,4.0
4,9465,5.0
4,9451,5.0
4,817,4.0
4,104,5.0
4,745,4.0
4,813,5.0
4,1075,5.0
4,14,5.0
4,40867,4.0
4,11901,4.0
4,11054,5.0
4,492,4.0
4,957,4.0
4,11498,5.0
4,11663,4.0
4,99,5.0
4,334,4.0
4,1213,4.0
4,16241,4.0
4,11287,4.0
4,11004,4.0
4,3114,5.0
4,820,4.0
4,462,4.0
4,10747,5.0
4,38548,5.0
4,786,4.0
4,71,4.0
4,146,4.0
4,5001,4.0
4,11973,4.0
4,1900,5.0
4,2614,4.0
4,4133,5.0
4,634,4.0
4,4973,4.0
4,29937,4.0
4,18734,5.0
4,671,4.0
4,1433,4.0
4,8342,5.0
5,862,4.0
5,8012,4.0
5,9598,4.0
5,687,4.0
5,629,4.0
5,11010,5.0
5,197,4.0
5,10451,4.0
5,1024,5.0
5,9587,4.0
5,527,5.0
5,680,5.0
5,854,4.0
5,5503,4.0
5,9386,4.0
5,7984,5.0
5,424,5.0
5,11236,4.0
5,812,4.0
5,581,5.0
5,408,5.0
5,10020,5.0
5,10895,5.0
6,8844,4.0
6,15602,5.0
6,11862,5.0
6,949,4.0
6,11860,4.0
6,9087,4.0
6,1408,4.0
6,524,4.0
6,4584,4.0
6,1710,5.0
6,12665,4.0
6,16420,4.0
6,63,4.0
6,9598,4.0
6,687,5.0
6,31174,4.0
6,35196,4.0
6,11861,4.0
6,807,4.0
6,26441,4.0
6,11359,4.0
6,17182,4.0
6,2054,4.0
6,9102,4.0
6,10534,5.0
6,2086,4.0
6,9095,4.0
6,12158,4.0
6,9208,4.0
6,9614,4.0
6,197,5.0
6,33542,4.0
6,11000,4.0
6,9737,4.0
6,30765,4.0
6,568,4.0
6,11780,4.0
6,8839,4.0
6,10329,5.0
6,6520,5.0
6,18402,4.0
6,9560,4.0
6,65796,4.0
6,26258,4.0
6,11017,4.0
6,22625,4.0
6,8984,4.0
6,11929,5.0
6,397,4.0
6,10525,4.0
6,17207,5.0
6,14819,4.0
6,11777,4.0
6,9061,5.0
6,9587,4.0
6,19101,5.0
6,28313,4.0
6,40490,4.0
6,8986,4.0
6,10510,5.0
6,11593,4.0
6,6950,4.0
6,161495,4.0
6,14334,5.0
6,2636,4.0
6,2164,5.0
6,11395,4.0
6,278,5.0
6,193,4.0
6,11381,5.0
6,1587,5.0
6,2064,4.0
6,19855,4.0
6,9331,5.0
6,10731,5.0
6,10464,4.0
6,9495,4.0
6,29973,4.0
6,888,4.0
6,13,5.0
6,10660,4.0
6,8587,5.0
6,854,4.0
6,9359,5.0
6,36593,4.0
6,1637,5.0
6,36955,4.0
6,9409,4.0
6,11310,5.0
6,9350,4.0
6,11566,4.0
6,16297,4.0
6,37233,4.0
6,5503,5.0
6,10612,4.0
6,2259,4.0
6,9386,4.0
6,7984,4.0
6,15765,4.0
6,329,5.0
6,10502,4.0
6,788,5.0
6,9800,4.0
6,1245,4.0
6,11858,4.0
6,13203,4.0
6,11969,5.0
6,31504,4.0
6,251,5.0
6,812,5.0
6,581,5.0
6,274,4.0
6,408,4.0
6,10020,5.0
6,114,4.0
6,25059,4.0
6,10112,5.0
6,19042,4.0
6,9099,4.0
6,10684,4.0
6,25969,4.0
6,8866,4.0
6,12233,5.0
6,36355,4.0
6,664,5.0
6,602,5.0
6,10545,5.0
6,9294,4.0
6,2925,5.0
6,18555,4.0
6,3573,4.0
6,47907,4.0
6,10478,4.0
6,11076,4.0
6,1770,4.0
6,9333,4.0
6,9625,4.0
6,6346,4.0
6,10586,5.0
6,819,4.0
6,11238,4.0
6,21711,4.0
7,862,4.5
7,629,4.5
7,568,4.5
7,1572,4.0
7,11,5.0
7,13,5.0
7,9255,5.0
7,329,5.0
7,274,5.0
7,954,4.0
7,935,4.0
7,602,4.5
7,62,4.0
7,744,4.0
7,1891,4.0
7,28,4.0
7,1892,4.0
7,539,5.0
7,525,4.5
7,218,5.0
7,105,5.0
7,686,5.0
7,1669,4.0
7,95,4.0
7,1366,4.5
7,346,5.0
7,871,5.0
7,509,4.5
7,745,4.5
7,14,4.0
7,863,4.5
7,462,4.5
7,37137,5.0
7,10637,4.0
7,3981,4.0
7,808,4.0
7,644,4.5
7,585,4.0
7,671,4.0
7,161,4.0
7,120,4.5
7,453,4.5
7,180,4.0
7,129,5.0
7,672,4.5
7,121,4.5
7,640,4.0
7,1574,4.5
7,36658,4.0
7,604,4.0
7,22,4.5
7,1584,4.5
7,616,4.5
7,122,4.0
7,9509,4.0
7,4909,4.5
7,9472,4.5
7,558,4.5
7,1538,4.5
7,11128,4.5
7,9675,4.0
7,176,4.0
7,9806,4.0
7,163,4.0
7,1635,4.5
7,9899,4.5
7,36668,4.0
7,920,4.5
7,3683,4.5
7,36557,4.5
8,8844,4.0
8,9087,4.0
8,8012,4.0
8,9598,5.0
8,807,4.0
8,629,5.0
8,568,4.0
8,1642,5.0
8,11472,4.0
8,8467,4.0
8,628,5.0
8,680,4.0
8,278,5.0
8,712,5.0
8,8587,5.0
8,1637,4.0
8,36955,5.0
8,37233,4.0
8,329,4.0
8,424,5.0
8,581,5.0
8,274,4.0
9,2292,4.0
9,599,4.0
9,15,5.0
9,9504,4.0
9,85,5.0
9,105,5.0
9,9281,4.0
9,196,4.0
9,30197,5.0
9,120,5.0
9,425,4.0
9,180,4.0
9,57022,4.0
9,9719,4.0
9,818,5.0
9,6007,4.0
9,25284,4.0
9,2757,5.0
9,121,5.0
9,3131,4.0
9,19067,4.0
9,262,4.0
10,812,4.0
10,289,4.0
10,10674,4.0
10,98,4.0
10,808,4.5
10,8835,4.5
10,120,4.0
10,453,4.0
10,121,4.0
10,10327,4.0
10,508,4.0
10,6964,4.0
10,122,4.0
10,11820,4.0
10,14844,4.5
10,11137,4.0
10,652,5.0
10,11036,5.0
10,13969,5.0
10,8488,4.5
10,272,5.0
10,69,4.0
10,36557,5.0
10,1581,5.0
10,6691,4.5
10,155,4.5
10,8966,4.5
10,14160,4.0
10,18240,4.5
10,24684,5.0
10,20352,5.0
10,45269,5.0
10,50646,4.0
10,49026,5.0
10,77338,5.0
10,74534,4.5
10,62177,4.0
10,77930,4.0
10,37724,5.0
10,93456,4.0
10,117251,4.0
10,122906,4.0
10,109445,4.5
10,242042,4.0
10,82881,4.0
10,228194,4.5
10,174337,4.0
10,206647,5.0
10,264999,4.0
10,257211,5.0
11,949,5.0
11,687,4.0
11,197,5.0
11,568,5.0
11,10428,4.0
11,6950,4.0
11,278,4.0
11,9331,5.0
11,13,5.0
11,36955,4.0
11,5503,5.0
11,9386,4.0
11,329,4.0
11,18133,4.0
11,14291,5.0
11,280,4.0
11,274,5.0
11,954,4.0
11,9802,4.0
11,664,4.0
11,602,4.0
11,744,5.0
11,1892,4.0
11,12498,4.0
11,9361,5.0
11,2163,4.0
11,1701,4.0
11,686,5.0
11,4421,4.0
11,8834,4.0
11,9416,4.0
11,9772,4.0
11,11831,5.0
11,489,4.0
11,597,5.0
11,2898,5.0
11,9469,4.0
11,95,4.0
11,944,4.0
11,544,4.0
11,857,5.0
12,9603,4.0
12,6520,5.0
12,22625,5.0
12,6280,5.0
12,9587,4.5
12,2925,4.0
12,3573,5.0
12,770,4.5
12,7863,5.0
12,597,5.0
12,11974,5.0
12,10314,5.0
12,4951,5.0
12,11355,5.0
12,9032,4.0
12,2978,5.0
12,6003,5.0
12,71,4.5
12,3981,4.5
12,11529,4.0
12,508,5.0
12,11036,5.0
12,4348,5.0
12,8966,5.0
13,807,5.0
13,85,5.0
13,8413,4.0
13,2255,4.0
13,597,4.0
13,603,5.0
13,2787,4.0
13,98,5.0
13,8584,4.0
13,2024,4.0
13,36657,4.0
13,2655,4.0
13,5551,4.0
13,8843,4.0
13,786,4.0
13,146,5.0
13,107,5.0
13,9740,4.0
14,451,4.0
14,63,4.0
14,807,5.0
14,9208,5.0
14,197,5.0
14,568,4.0
14,4476,5.0
14,1945,5.0
14,241,4.0
14,1587,5.0
14,2064,4.0
14,13,4.0
14,8987,4.0
14,12160,4.0
14,9350,4.0
14,15765,4.0
14,713,5.0
14,858,4.0
14,11969,4.0
14,581,4.0
14,274,4.0
15,11,5.0
15,680,4.0
15,278,5.0
15,13,5.0
15,424,5.0
15,280,5.0
15,238,4.0
15,1891,5.0
15,85,4.0
15,679,5.0
15,1892,5.0
15,348,5.0
15,218,4.0
15,105,5.0
15,782,4.5
15,942,5.0
15,165,5.0
15,196,4.0
15,8393,5.0
15,73,4.5
15,603,4.0
15,14,4.0
15,861,4.5
15,497,5.0
15,2277,5.0
15,1700,4.0
15,10559,5.0
15,3536,4.0
15,98,5.0
15,641,4.0
15,3981,4.0
15,644,4.0
15,1933,5.0
15,453,5.0
15,180,4.0
15,640,5.0
15,1895,5.0
15,1579,4.5
15,1124,4.5
15,13223,4.0
15,19913,4.0
15,12244,4.0
15,51876,5.0
15,38050,4.5
15,87827,4.0
15,75612,4.0
15,49047,4.5
15,109424,4.0
15,157336,4.0
15,137113,4.5
15,210577,4.5
15,140607,5.0
15,286217,4.0
15,150540,4.5
15,333371,5.0
15,330459,5.0
16,629,4.0
16,103,4.5
16,101,4.0
16,278,4.0
16,9905,4.0
16,424,4.0
16,78,4.5
16,275,4.5
16,27768,4.0
16,532,4.0
16,935,4.5
16,10061,4.0
16,963,4.0
16,500,4.0
16,762,4.0
16,10548,4.0
16,531,4.0
16,510,4.0
16,2493,4.0
16,68,5.0
16,389,4.0
16,595,4.0
16,28,4.0
16,348,4.0
16,600,4.5
16,530,4.0
16,703,4.0
16,37247,4.0
16,829,4.5
16,832,4.0
16,765,4.0
16,982,4.0
16,903,4.0
16,625,4.0
16,346,4.0
16,128,4.0
16,177,4.0
16,11368,4.0
16,3133,4.0
16,641,4.0
16,77,4.5
16,194,4.0
16,129,4.5
16,1672,4.0
16,8392,4.0
16,206216,4.0
16,670,4.0
16,1417,4.0
16,155,4.5
16,10681,4.0
16,14160,4.0
16,10193,4.5
16,49026,4.5
17,862,4.5
17,807,4.0
17,629,4.5
17,197,4.5
17,103,4.0
17,11,5.0
17,680,5.0
17,278,5.0
17,13,5.0
17,329,4.5
17,424,4.5
17,280,4.5
17,581,4.5
17,268,4.5
17,274,4.5
17,935,4.5
17,602,4.0
17,238,5.0
17,567,4.0
17,12092,4.5
17,562,4.0
17,500,4.0
17,792,4.5
17,10537,4.0
17,510,4.5
17,1891,5.0
17,85,4.5
17,429,5.0
17,185,5.0
17,1892,5.0
17,769,4.5
17,240,4.5
17,600,4.5
17,1578,4.5
17,9277,4.0
17,218,5.0
17,829,4.0
17,694,4.0
17,235,4.0
17,11778,4.0
17,105,4.5
17,89,4.0
17,3179,4.0
17,115,5.0
17,13597,4.0
17,9340,4.0
17,857,4.5
17,117,4.0
17,73,4.5
17,1542,4.5
17,603,5.0
17,745,4.0
17,14,4.0
17,550,4.5
17,1621,4.5
17,497,4.5
17,10158,4.0
17,10747,4.0
17,938,4.5
17,641,4.5
17,77,4.0
17,1648,4.0
17,120,4.5
17,129,5.0
17,1672,4.0
17,121,5.0
17,8392,4.0
17,598,4.5
17,10515,5.0
17,81,5.0
17,122,4.5
17,9461,4.0
17,670,4.0
17,4935,4.5
17,272,4.0
17,1417,4.5
17,1422,4.0
17,155,4.5
17,16869,4.0
17,13475,4.5
17,10193,4.0
17,27205,4.5
17,37799,4.0
17,44264,4.0
18,949,4.0
18,524,4.5
18,63,4.0
18,687,4.0
18,807,4.5
18,629,5.0
18,197,4.5
18,103,4.0
18,8068,4.0
18,1572,4.0
18,2293,4.0
18,2292,4.0
18,522,4.5
18,11,4.0
18,241,4.0
18,101,4.5
18,680,4.0
18,278,5.0
18,193,4.0
18,1587,4.0
18,13,4.5
18,6075,4.0
18,9800,4.0
18,424,4.5
18,78,4.0
18,319,4.0
18,280,4.5
18,581,4.0
18,274,4.5
18,275,4.5
18,532,4.0
18,627,4.5
18,602,4.0
18,238,4.0
18,567,4.5
18,213,4.0
18,963,4.0
18,630,4.0
18,15,5.0
18,62,4.0
18,562,4.0
18,583,4.5
18,521,4.0
18,500,4.0
18,9504,4.0
18,762,4.5
18,531,4.5
18,510,4.5
18,1891,4.0
18,85,4.0
18,429,5.0
18,389,5.0
18,185,4.5
18,595,4.5
18,335,5.0
18,1892,4.5
18,1092,4.5
18,769,4.5
18,348,4.0
18,539,4.5
18,240,5.0
18,600,4.5
18,530,4.5
18,311,4.5
18,9277,4.5
18,218,4.0
18,379,4.0
18,207,4.0
18,37247,4.5
18,829,4.0
18,832,4.0
18,105,4.0
18,903,4.0
18,89,4.0
18,199,4.5
18,152,4.0
18,154,4.5
18,9366,4.0
18,2118,4.0
18,489,4.0
18,597,4.0
18,184,4.0
18,115,4.5
18,1965,4.0
18,1366,4.0
18,380,4.0
18,941,4.0
18,346,4.0
18,857,4.0
18,87,4.0
18,881,4.0
18,162,4.0
18,637,4.5
18,73,4.0
18,1367,4.0
18,1885,4.0
18,100,4.5
18,603,4.5
18,745,4.5
18,391,4.5
18,550,4.5
18,492,4.0
18,1832,4.5
18,2668,4.0
18,497,4.0
18,8374,4.5
18,3082,4.0
18,98,4.5
18,938,4.5
18,36657,4.0
18,1619,4.0
18,641,4.5
18,10673,4.0
18,107,4.5
18,77,4.5
18,4133,4.0
18,111,4.0
18,808,4.0
18,966,4.0
18,60670,4.0
18,585,4.0
18,161,4.0
18,194,4.0
18,120,4.5
18,453,4.5
18,37257,4.5
18,993,4.5
18,425,4.0
18,557,4.0
18,2501,4.0
18,180,4.0
18,4147,4.0
18,575,4.0
18,565,4.0
18,3131,4.0
18,640,4.0
18,423,4.5
18,10180,4.5
18,36658,4.0
18,12,4.0
18,290,4.5
18,22,4.5
18,891,4.0
18,4543,4.5
18,322,4.0
18,587,4.5
18,122,4.5
18,1954,4.5
18,38,4.0
18,1583,4.5
18,250,4.0
18,2502,4.0
18,1538,4.0
18,4553,4.0
18,1677,4.0
18,4972,4.5
18,1392,4.5
18,118,4.0
18,2567,4.0
18,272,4.5
18,1830,4.0
18,3933,4.0
18,59,4.0
18,398,4.0
18,533,4.0
18,5236,4.0
18,69,4.0
18,752,4.5
18,388,4.5
18,582,4.0
18,186,4.5
18,36668,4.0
18,58,4.0
18,1023,4.0
18,1417,4.0
18,1422,4.5
18,1124,4.5
18,12554,4.0
18,1949,4.5
18,6145,4.5
18,2503,4.0
18,2252,4.5
18,4566,4.0
18,4771,4.5
18,4982,4.5
18,13885,4.0
18,8321,4.0
18,12222,4.0
18,155,4.0
18,1726,4.0
18,9502,4.0
18,10360,4.5
18,13635,4.0
18,14301,4.0
18,15472,4.5
18,18947,4.5
18,16995,4.0
18,2080,4.0
18,14160,4.0
18,11322,4.0
18,19913,4.0
18,37903,4.5
18,24238,4.5
18,19995,4.0
18,10528,4.5
18,33613,4.5
18,11324,4.5
18,24253,4.5
18,25941,4.0
18,23483,4.5
18,10138,4.0
18,10193,4.0
18,27205,4.5
18,22538,4.0
18,23168,4.0
18,43539,4.5
18,50348,4.5
18,15362,4.0
18,51209,4.0
18,49538,4.0
18,1771,4.0
18,24428,4.0
18,70670,4.0
18,70160,4.0
18,49026,4.0
18,58574,4.0
18,82633,4.0
18,84334,4.0
18,84329,4.0
18,123025,4.0
18,49051,4.0
18,68718,4.0
18,142061,4.0
18,54138,4.0
18,75656,4.0
18,76170,4.0
18,101299,4.0
18,192136,4.0
18,120467,4.0
18,157336,4.5
18,127585,4.0
18,250658,4.5
18,171372,4.0
18,244786,4.5
18,118340,4.5
18,246400,4.0
18,264660,4.5
18,205596,4.5
18,266856,4.0
18,207703,4.0
18,140607,4.0
18,102899,4.0
18,283995,4.0
18,246655,4.0
18,286217,4.5
18,296313,4.0
18,276907,4.0
18,314365,4.5
18,259985,4.0
18,318846,4.0
18,370646,4.0
18,140554,4.0
18,1659,4.5
18,1652,4.5
18,290250,4.0
18,338766,4.0
18,274870,4.0
18,263115,4.0
18,425751,4.0
18,359940,4.5
18,363444,4.5
18,500609,4.5
19,862,4.0
19,63,4.0
19,9598,4.0
19,522,4.0
19,11,4.0
19,101,4.0
19,9495,5.0
19,712,4.0
19,854,4.0
19,1637,4.0
19,5503,4.0
19,78,4.0
19,9479,5.0
19,280,5.0
19,268,5.0
19,8069,4.0
19,503475,4.0
19,9100,4.0
19,532,4.0
19,10545,4.0
19,12606,4.0
19,10830,4.0
19,10478,4.0
19,426,5.0
19,567,5.0
19,239,4.0
19,963,5.0
19,4174,4.0
19,381,4.0
19,252,4.0
19,623,4.0
19,521,4.0
19,601,5.0
19,531,4.0
19,510,4.0
19,1891,4.0
19,2493,5.0
19,85,5.0
19,348,4.0
19,539,4.0
19,9277,4.0
19,218,4.0
19,3063,4.0
19,137,4.0
19,212,4.0
19,105,4.0
19,3034,4.0
19,2640,5.0
19,89,5.0
19,14370,4.0
19,174,5.0
19,154,5.0
19,168,4.0
19,18,5.0
19,11970,4.0
19,754,4.0
19,2118,4.0
19,2649,4.0
19,782,4.0
19,8067,5.0
19,544,4.0
19,13597,5.0
19,9340,4.0
19,14612,4.0
19,19379,4.0
19,10144,4.0
19,10249,4.0
19,15171,4.0
19,11639,4.0
19,4011,4.0
19,845,4.0
19,11597,4.0
19,10162,4.0
19,9749,4.0
19,1934,4.0
19,5825,4.0
19,16172,4.0
19,603,4.0
19,6552,4.0
19,9473,4.0
19,620,4.0
19,9824,5.0
19,745,4.0
19,913,4.0
19,14,4.0
19,9377,5.0
19,16305,4.0
19,550,5.0
19,36819,5.0
19,856,5.0
19,492,4.0
19,37853,4.0
19,18561,4.0
19,11379,5.0
19,177,4.0
19,926,4.0
19,14919,4.0
19,12186,5.0
19,11176,5.0
19,8469,4.0
19,840,4.0
19,13531,5.0
19,7450,4.0
19,17711,4.0
19,36657,4.0
20,21032,4.0
20,9598,4.0
20,10530,5.0
20,15789,4.5
20,19101,4.5
20,10714,4.0
20,8587,5.0
20,11236,4.5
20,9479,5.0
20,812,5.0
20,408,5.0
20,10020,5.0
20,10895,4.5
20,10539,5.0
20,503475,5.0
20,10830,4.0
20,872,4.0
20,11113,4.5
20,630,5.0
20,22660,4.0
20,19186,4.0
20,11224,4.5
20,9078,5.0
20,433,4.5
20,11360,4.5
20,15121,4.5
20,252,5.0
20,88,4.5
20,601,5.0
20,531,5.0
20,756,4.5
20,621,5.0
20,24662,4.0
20,11970,4.5
20,9444,4.5
20,10674,5.0
20,1725,5.0
20,9340,5.0
20,3170,4.0
20,10957,4.0
20,9325,4.5
20,10340,4.0
20,10144,5.0
20,10437,5.0
20,12230,4.0
20,10693,4.5
20,11135,4.5
20,10882,4.0
20,16081,5.0
20,15171,4.5
20,11639,4.0
20,4978,4.5
20,34584,4.5
20,30197,5.0
20,9487,4.0
20,9837,5.0
20,36685,5.0
20,37135,4.5
20,9473,4.5
20,10208,5.0
20,10776,4.5
20,10386,4.5
20,850,5.0
20,12105,4.0
20,17352,4.0
20,856,5.0
20,11886,5.0
20,863,5.0
20,49948,5.0
20,11176,5.0
20,14900,5.0
20,11899,5.0
20,117259,4.0
20,1498,4.0
20,4825,5.0
20,98,4.5
20,7443,5.0
20,2133,4.5
20,20438,4.0
20,786,4.5
20,71,4.5
20,392,4.0
20,11688,4.5
20,711,4.0
20,134,4.0
20,21991,4.0
20,15739,5.0
20,19405,4.0
20,634,5.0
20,808,5.0
20,676,4.0
20,9880,4.0
20,585,4.0
20,671,4.5
20,9428,4.0
20,12589,4.0
20,120,5.0
20,453,5.0
20,5279,4.5
20,10950,4.0
20,1365,4.0
20,11528,4.0
20,425,5.0
20,8346,4.0
20,2251,4.0
20,1894,4.0
20,320,4.0
20,180,4.5
20,129,5.0
20,11009,4.0
20,9012,4.0
20,672,4.5
20,121,5.0
20,640,4.5
20,1574,5.0
20,9699,4.0
20,17264,4.0
20,8326,4.0
20,36658,4.0
20,1816,5.0
20,604,4.0
21,710,5.0
21,11,4.5
21,888,4.0
21,13,4.5
21,8587,4.0
21,36593,5.0
21,329,4.0
21,812,4.0
21,114,4.0
21,954,4.5
21,10535,4.0
21,1891,4.5
21,85,4.0
21,1892,4.5
21,105,5.0
21,89,4.0
21,330,4.5
21,607,4.5
21,714,5.0
21,165,5.0
21,196,5.0
21,87,4.0
21,707,4.5
21,9489,4.0
21,871,4.0
21,796,4.0
21,603,4.0
21,1893,4.0
21,509,4.0
21,2105,5.0
21,2978,4.0
21,913,4.0
21,861,4.0
21,658,4.5
21,657,4.5
21,646,4.5
21,699,4.5
21,709,4.5
21,253,4.5
21,660,4.5
21,961,4.0
21,36643,5.0
21,8872,4.0
21,955,4.0
21,668,4.5
21,691,4.5
21,698,4.5
21,682,4.5
21,37136,4.0
21,37137,4.0
21,681,4.5
21,708,4.0
21,808,4.0
21,9602,4.5
21,2605,4.0
21,331,4.0
21,2770,4.5
21,671,4.0
21,161,4.5
21,425,4.0
21,1894,4.0
21,2501,4.0
21,180,4.5
21,608,4.5
21,4108,4.0
21,672,4.0
21,36669,5.0
21,22,4.0
21,605,4.0
21,508,4.0
21,616,4.0
21,667,4.5
21,700,4.5
21,36670,5.0
21,809,4.0
21,673,4.0
21,594,4.5
21,2048,4.0
21,2502,4.0
21,1538,4.0
21,2059,4.0
21,163,4.5
21,7453,4.5
21,1895,4.5
21,953,4.0
21,787,4.0
21,674,4.0
21,33813,4.0
21,7512,5.0
21,36557,4.0
21,810,4.5
21,285,4.0
21,298,4.5
21,2503,4.0
21,9870,4.5
21,1726,4.0
21,217,4.0
21,14160,4.5
21,8355,4.0
21,767,4.0
21,19995,4.0
21,10138,4.0
21,10193,4.0
21,10192,4.5
21,37834,4.0
21,37710,4.0
21,36540,4.0
21,12445,4.0
21,24428,4.0
21,56292,4.0
21,76493,4.0
21,41154,4.0
21,13313,4.0
21,37724,4.0
21,75612,4.5
21,116741,4.0
21,62211,4.0
21,93456,4.0
21,57201,4.0
21,138832,4.0
21,49047,4.0
21,107846,4.0
21,101299,4.0
21,109445,4.0
21,140823,4.0
21,227783,4.0
21,232672,4.0
21,137113,4.5
21,177677,4.5
21,118340,4.0
21,177572,4.0
21,135397,4.0
21,207703,4.0
21,140607,4.0
21,166426,4.0
21,284052,4.0
21,150540,4.0
21,211672,4.5
21,206647,4.0
21,296098,4.0
21,269149,4.0
21,329865,4.0
21,335797,4.0
